title;company;description;location;requirements;technologies;salary;modality;languages;contract_type;error;link
Fullstack NodeJS / Vue (100% remoto);Knowmad Mood;¿Te apasiona el desarrollo Frontend? Estamos buscando un/a Desarrollador/a Frontend para formar parte de nuestro equipo innovador. Desarrollador/a Front con experiencia con VueJS y NodeJS, se trata de una posición estable para trabajar en un conocido cliente del sector ecommerce (posición 100% remota);Madrid;Experiencia trabajando con Vue.js (Vue 3 principalmente), valorable conocer Vue 2, Experiencia trabajando con NodeJS, Experiencia trabajando con test unitarios, utilizando buenas prácticas, Valorable experiencia con CI/CD (Jenkins, Kubernetes, Docker);Vue, Nodejs, Jenkins, Vitest, Jest;;remoto;;Contrato indefinido;False;https://www.infojobs.net/madrid/fullstack-nodejs-vue-100-remoto/of-i423aac509840dda41910147af688bd?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Desarrollador/a Fullstack (Teletrabajo);Abalia;En ABALIA estamos en búsqueda de un DESARROLLADOR FULLSTACK con Python y Vue para proyecto 100% REMOTO. Requisitos clave: Al menos un año de experiencia con Python en el backend y Vue (versión 3) en el frontend. Nuestro eslogan «El lado humano de la tecnología» pone de manifiesto lo que ofrecemos tanto al cliente externo como interno, y es que las personas siempre están en el centro de todo lo que hacemos. Cuidamos cada detalle, evolucionamos con los años, y nos adaptamos a los cambios para ofrecer lo mejor a nuestros colaboradores, clientes y empleados. ¿QUÉ BUSCAMOS? Personas con talento, entusiastas, con ganas de aprender y enganchadas a la tecnología. Si te sientes identificado estaremos encantados de que te unas a nuestra gran familia de Abalia. ¿POR QUÉ ELEGIRNOS? Porque somos diferentes, por tres motivos principales: 1.- Para nosotros no eres un número.2.- Porque apostamos por la innovación y el aprendizaje continuo.3.- Aportamos nuestro granito de arena para mejorar la calidad de vida de las personas, mediante la tecnología y proyectos que hacen de este mundo un lugar mejor. Si te encuentras en búsqueda de nuevos retos y proyectos innovadores.Abalia ¡Es tu lugar!;Madrid;Ciclo Formativo Grado Superior, Al menos 1 año de experiencia;Python, Vue;21.000;remoto;;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-teletrabajo-csq/of-i5626909fc34fd6aa0b56eca0a4da4d?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Desarrollador/a Fullstack (100% TELETRABAJO);Abalia;Nuestro eslogan «El lado humano de la tecnología» pone de manifiesto lo que ofrecemos tanto al cliente externo como interno, y es que las personas siempre están en el centro de todo lo que hacemos. Cuidamos cada detalle, evolucionamos con los años, y nos adaptamos a los cambios para ofrecer lo mejor a nuestros colaboradores, clientes y empleados. ¿QUÉ BUSCAMOS? Personas con talento, entusiastas, con ganas de aprender y enganchadas a la tecnología. Si te sientes identificado estaremos encantados de que te unas a nuestra gran familia de Abalia. ¿POR QUÉ ELEGIRNOS? Porque somos diferentes, por tres motivos principales: 1.- Para nosotros no eres un número. 2.- Porque apostamos por la innovación y el aprendizaje continuo. 3.- Aportamos nuestro granito de arena para mejorar la calidad de vida de las personas, mediante la tecnología y proyectos que hacen de este mundo un lugar mejor ACTUALMENTE, buscamos un/a DESARROLLADOR/A FULLSTACK, para incorporación en uno de nuestros grandes clientes, en un PROYECTO ESTABLE y 100% TELETRABAJO.;Madrid;DESARROLLADOR/A FULLSTACK con experiencia en: Spring Boot, Angular (Intermedio), JavaScript, Typescript, HTML, JIRA, CSS, Mockito, Junit, Webcomponents, WebFlux u otro framework reactivo, Hexagonal architecture, INGLÉS: ALTO (mínimo B2);Spring Boot, Angular, JavaScript, Typescript, HTML, CSS, Mockito, Junit, Webcomponents, WebFlux;;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-100-teletrabajo-mm/of-i92c13720d04376bb2c976d696afe2d?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Desarrollador/a Fullstack REACT + RUBY (1 día presencial);Abalia;Nuestro eslogan «El lado humano de la tecnología» pone de manifiesto lo que ofrecemos tanto al cliente externo como interno, y es que las personas siempre están en el centro de todo lo que hacemos. Cuidamos cada detalle, evolucionamos con los años, y nos adaptamos a los cambios para ofrecer lo mejor a nuestros colaboradores, clientes y empleados. ¿QUÉ BUSCAMOS? Personas con talento, entusiastas, con ganas de aprender y enganchadas a la tecnología. Si te sientes identificado estaremos encantados de que te unas a nuestra gran familia de Abalia. ¿POR QUÉ ELEGIRNOS? Porque somos diferentes, por tres motivos principales: 1.- Para nosotros no eres un número. 2.- Porque apostamos por la innovación y el aprendizaje continuo. 3.- Aportamos nuestro granito de arena para mejorar la calidad de vida de las personas, mediante la tecnología y proyectos que hacen de este mundo un lugar mejor ACTUALMENTE, buscamos un/a DESARROLLADOR/A FULLSTACK con experiencia en REACT y RUBY, para incorporación en uno de nuestros grandes clientes, en un PROYECTO ESTABLE, ubicado en MADRID y 1 día presencial + TELETRABAJO.;Madrid;Desarrollos Fullstack, REACT, RUBY on Rails;Ruby, Ruby On Rails, React, Fullstack, Desarrollo de aplicaciones;;híbrido;;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-react-ruby-1-dia-presencial-mm/of-icf9b756f614503bd80ff9c2bcc63af?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Desarrollador/a de Aplicaciones en VB.NET / C# (Valorable Android);MICROCOM SISTEMAS MODULARES SLU;Estamos buscando un/a desarrollador/a con experiencia en VB.NET y C# para participar en el desarrollo de aplicaciones de configuración para dispositivos IoT. Estas aplicaciones tienen similitudes con herramientas de gestión de propósito general, orientadas a ofrecer una interfaz clara para la parametrización y diagnóstico de equipos. El trabajo se centrará en el desarrollo y mantenimiento de herramientas de escritorio sobre Windows, por lo que se valorará experiencia previa con interfaces gráficas (WinForms o WPF) y lógica de negocio asociada a dispositivos físicos.;Irun (Guipúzcoa/Gipuzkoa);Experiencia demostrable en desarrollo con VB.NET y/o C#., Conocimiento en estructuración de aplicaciones de escritorio (MVC/MVVM, gestión de configuración, etc.)., Capacidad para comprender documentación técnica de dispositivos IoT., Buenas prácticas de programación, código mantenible y estructurado.;VB.NET, C#, IoT, WinForms, WPF;38000;presencial;inglés;Contrato indefinido;False;https://www.infojobs.net/irun/desarrollador-software/of-ibec928fa4d499bb0afbdb935e4cdeb?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Desarrollador/a Fullstack Java Angular;SEREM Consultoría Empresarial;"En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Nos encontramos en la búsqueda de un/a Desarrollador/a Fullstack Java Angular para un proyecto internacional de consultoría para el sector seguros con modalidad 100% remoto (si se vive en Barcelona, se valorará positivamente poder acudir 1 dia a la semana). Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal. Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad. Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción. Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato. Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.";Barcelona;Al menos 4 años de experiencia como programador fullstack., Stack tecnológico: Angular 2+, JAVA8+, NPM / NX / Webpack, NgRx / RxJS, TypeScript, Unit Testing REST APIs., Nivel de inglés B2.;Java, Angular, Testing, REST;;remoto;inglés;indefinido;False;https://www.infojobs.net/barcelona/desarrollador-fullstack-java-angular/of-i1159d35c7446a78a8d139c73e0d5df?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Desarrollador/a Fullstack Java/Javascript con APIs (100% remoto) (V12);Mensoft Consultores, S.L;¿Interesado en nuevos retos? En Mensoft Consultores estamos buscando un/a Desarrollador/a Fullstack que quiera entrar a formar parte de un proyecto estable, en uno de nuestros clientes más importantes.;Madrid;Al menos 7 años de experiencia en diseño y desarrollo de interfaces de programación (APIS, Eventos), Backend: Java, Springboot Microservicios, Frontend: Javascript, EXPERIENCIA MANDATORIA EN APIs: - Enterprise API Management Tools - API Gateway Implementation - API Security: - API Performance Testing and Optimization, Inglés B2;Java, JavaScript, API Management Tools, API Gateway, OAuth2, API Performance Testing and Optimization;40000;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-java-javascript-con-apis-100-remoto-v12/of-id29dd0b6ad428da8e59c397b98e6f5?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Programador/a Junior SAP ABAP;SETTING CONSULTORIA;¿Te interesa trabajar en una gran variedad de proyectos, junto a un equipo de expertos/as de primer nivel? Desde Setting buscamos un/a Programador/a Junior SAP ABAP para trabajar en contrato directo con cliente final, en importantes proyectos de SAP para el sector de automoción en Zaragoza (Zona: Polígono Industrial Malpica). La modalidad de trabajo es híbrida, hay un día de teletrabajo. Si deseas desarrollar tu carrera profesional en una compañía consolidada y con buena proyección de futuro, esta es tu oportunidad.;Zaragoza;Estudios superiores en Ingeniería Informática y/o Grado Superior FP en Informática., Experiencia relacionada de al menos 1 año., Se requiere un buen nivel de inglés para interactuar con filiales y socios internacionales., Se valorará la disponibilidad para realizar desplazamientos puntuales relacionados con el puesto., Disponer de coche y/o moto para ir al trabajo o vivir cerca.;SAP SD, SAP, ABAP, SAP MM, SAP WH;28000;híbrido;inglés;indefinido;False;https://www.infojobs.net/zaragoza/programador-junior-sap-abap/of-ic1ca363e994527bf8029ad641f010d?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Fullstack developer;VIEWNEXT;"VIEWNEXT somos una compañía perteneciente al grupo IBM. Como empresa líder en servicios de Tecnología de la Información, nos encontramos en constante búsqueda de talento entregado al desarrollo y la consultoría en diferentes áreas y tecnologías, obteniendo como resultado un servicio innovador, íntegro, de calidad y adaptado a las necesidades reales de nuestros clientes. Actualmente somos cerca de 5.000 profesionales enfocados en lograr este objetivo. Recientemente nos ha surgido la necesidad de incorporar un/a fullstack developer, con experiencia de al menos 4 años. En caso de una posible incorporación, pasarías a formar parte de un proyecto puntero para uno de nuestros clientes. Se requiere una modalidad híbrida, 3 días de presencialidad en las oficinas del cliente situadas en la zona sur de Madrid No te preocupes; una vez finalizado éste, se te asignarían otros proyectos de igual o mayor envergadura ya que, desde VIEWNEXT, apostamos por la continuidad y el crecimiento de nuestros profesionales dentro de la compañía.";Madrid;Experiencia mínima: Al menos 4 años, Java, Sprint Boot, MongoDB, Kafka, Kibana, Angular, Experiencia en arquitectura hexagonal con gestión de peticiones sincrónica y asincrona;Java, Sprint Boot, MongoDB, Kafka, Kibana, Angular;;híbrido;;indefinido;False;https://www.infojobs.net/madrid/fullstack-developer/of-i049e962df54e98a45087102adf6a1f?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Programador/a Fullstack .NET / React;Clubs de Fitness DiR;¿Te gustaría hacer realidad tu sueño y formar parte de la mejor empresa de fitness? ¿En DiR tenemos ganas de recibirte con los brazos abiertos! Somos la empresa de referencia de la actividad física y la salud en Barcelona, tenemos más de 45 años de experiencia y contamos con el mejor equipo humano que conforma una empresa en constante movimiento e innovación. Si crees en el trabajo bien hecho y tienes la máxima ilusión por promover estilos de vida saludables, DiR es tu sitio! ¡No te lo pienses, y súmate al DiR Team! Ahora estamos en búsqueda de un/a Fullstack Developer .NET / React para unirse a nuestro equipo en nuestras oficinas ubicadas en el centro de Barcelona. Formarás parte del Departamento de Tecnologías de la Información (IT) participando en proyectos de desarrollo de gran relevancia para el crecimiento de la compañía a corto y largo plazo.;Barcelona;Experiencia de más de 3 años como Programador/a, Developer o similar., Ingeniería Informática, Grado Superior en Desarrollo de Aplicaciones o similar., Amplio conocimiento en desarrollo backend en C# con versiones recientes de .NET., Experiencia en Desarrollo con React.js/NextJS., Experiencia sólida con TypeScript., Experiencia con Unit Testing, Integration Test y Component Testing., Experiencia en diseño y construcción de API REST., Experiencia en trabajo con Docker y contenedores., Comprensión del almacenamiento en caché y server-side rendering., Conocimiento de sistemas de control de versiones, como Git., Conocimiento de sistemas de integración continua, como Asure DevOps., Comprensión de metodologías Agile y SCRUM.;.NET, C#, REST, API, Git, Agile, Informatica, Tecnologías de la información, Scrum;;presencial;español;indefinido;False;https://www.infojobs.net/barcelona/programador-fullstack-.net-react/of-i43d209816c49cba40daa1d41cfaf18?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Software Engineer Full-Stack;SEREM Consultoría Empresarial;Buscas nuevas oportunidades? ¡Envíanos tu currículum y descubre el camino hacia el éxito! ¡Visita nuestro enlace de empleo en: https://www.serem.com/language/es/empleo/envianos-tu-curriculum/ y comienza a construir tu futuro con nosotros! En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Buscamos incorporar un/a Software Engineer con amplia experiencia técnica para incorporarse a un proyecto de larga duración en un entorno tecnológico internacional y dinámico, con metodologías ágiles y orientación a la innovación.;Madrid;Al menos 5 años de experiencia como desarrollador/a full stack., Dominio de SQL, Angular y TypeScript., Experiencia en diseño y consumo de RESTful APIs., Conocimientos sólidos de AWS, Openshift y Terraform., Experiencia en integración y despliegue continuo con Jenkins., Trabajo en equipos ágiles con metodología Scrum., Nivel de inglés C1 (entorno de trabajo internacional).;AWS, Angular, Terraform, SQL, TypeScript, Jenkins;32500;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/software-engineer-full-stack/of-i023ec4c73a4d1f81a6309e6c034350?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Fullstack React y Next.js - Híbrido - Ref Agm;Abalia;"El principal elemento diferenciador de Abalia es ""el lado Humano de la Tecnología"", que mima al cliente y los detalles más pequeños, pero no olvida que son sus trabajadores, con un elevado grado de especialización en las más innovadoras tendencias del mercado, el motor de nuestra Organización. ¿Qué buscamos? Desarrollador Full Stack con experiencia en React y NextJS motivado y curioso para unirse a empresa líder en el sector Experto aplicaciones web con Next.js y React, mientras aprende las mejores prácticas en el desarrollo de backend con Python y la implementación en AWS. Descripción de funcionesAyudar en el desarrollo y mantenimiento de aplicaciones web utilizando Next.js y React. Implemente y diseñe interfaces de usuario responsivas con Tailwind CSS. Admite la integración de backend mediante FastAPI y Python.Contribuir a las pruebas unitarias y al aseguramiento de la calidad utilizando herramientas modernas (por ejemplo, Playwright, Cucumber). Aprenda a implementar y mantener aplicaciones en la infraestructura en la nube de AWS. Participa en ceremonias ágiles, como stand-ups y revisiones de sprints. Colabore con diseñadores, desarrolladores y gerentes de producto en la entrega de funciones. Solucionar y depurar problemas básicos de la aplicación.";Barcelona;Experto aplicaciones web con Next.js y React, Aprender las mejores prácticas en el desarrollo de backend con Python, Implementación en AWS;nextjs, react, Python, AWS, Tailwind CSS, FastAPI;;híbrido;;indefinido;False;https://www.infojobs.net/barcelona/fullstack-react-next.js-hibrido-agm/of-i061ecfca4f433fb907c3c75f77eb52?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Genesys Cloud . Ing. Informática - Híbrido/ Banca;AARON FORMACIÓN Y CONSULTORÍA;Buscamos dos perfiles Ingeniero/a de software, con experiencia en desarrollo e integración de sistemas, orientado a trabajar con la plataforma Genesys Cloud CX. La persona se encargará de desarrollar integraciones entre Genesys y los distintos sistemas del Banco (CRM, core bancario, sistemas de autenticación, etc.), utilizando APIs, SDKs y microservicios.;Madrid;Al menos 2 años de experiencia como ingeniero de software en puestos similares, Licenciado en: Ingeniería de Sistemas/Informática, Matemáticas, Física, Economía, Administración de Empresas;.NET, Java, Core bancario, Integración de sistemas, API, node.js, Python, CRM, C#, JavaScript;35000;híbrido;;indefinido;False;https://www.infojobs.net/madrid/genesys-cloud-.-ing.-informatica-hibrido-banca/of-i2cf8f938ae4f5993ccdbfdc9ba875a?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Programador/a FULLSTACK (Inglés C1)/ Teletrabajo 100%;KRELL CONSULTING & TRAINING;En Krell Consulting, nos encontramos en la búsqueda de un Programador FullStack, para unirse a nuestro equipo, en proyecto del sector banca, en remoto. PERFIL: Desarrollador FullStack (SQL/Angular) SECTOR: Banca MODALIDAD DE TRABAJO: Remoto 100% desde España, con presencialidad puntual si lo requiere cliente en Madrid. DURACIÓN: Larga duración.;Madrid;Educación Secundaria Obligatoria, Más de 5 años de experiencia, Imprescindible residente en España;SQL, Jenkins, Scrum, Angular, AWS, Terraform, Typescript, Openshift, APIS, Restful;30000;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/programador-fullstack-ingles-c1-teletrabajo-100/of-i64f9018e4f48b69628f9ae9ec0712c?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
DESARROLLADOR/A SW EN CBTF;ColaVoro;Precisamos Desarrollador/a SW en CBTF para incorporarse en uno de nuestros clientes situado en Madrid. Se Ofrece:- Puesto estable (contrato indefinido a través de Colavoro)- Jornada completa, de lunes a viernes- Trabajo 100% remoto- Salario acorde a la formación y experiencia aportada- Igualdad de oportunidades entre hombres y mujeres;Madrid;Ciclo Formativo Grado Medio, Al menos 2 años de experiencia, Experiencia en arquitectura Java, Experiencia en JavaScript;CBTF, Java, JavaScript;27500;remoto;;indefinido;False;https://www.infojobs.net/madrid/desarrollador-sw-cbtf/of-id3a87267ac4a958e73464055450793?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Senior Fullstack y gestión APIS;Optimissa - Banca y seguros;En OPTIMISSA tenemos claro que el éxito de nuestros proyectos se debe a las personas que forman nuestro equipo. Por eso, si cuentas con al menos 7 años de experiencia como desarrollador/a Full Stack especializado en APIs empresariales, nos comprometemos a impulsar tu talento, satisfacer tus expectativas laborales y hacerte sentir como en casa.. ¿Quieres construir hoy el mundo de mañana? ¡Sigue leyendo! ¿Qué podemos ofrecerte? Formar parte de una gran empresa competitiva y en continuo crecimiento.Integración en un equipo de profesionales altamente cualificado, con un buen clima laboral, innovador y dinámico.Formación especializada y desarrollo profesional continuo.Beneficios sociales y plan de compensación flexible.Retribución competitiva.Modalidad teletrabajo. Si crees que eres talento, ¡apúntate!;Madrid;Experiencia laboral con java springboot., Experiencia laboral con node y javascript., Experiencia laboral con Enterprise API Management Tools (Apigee, IBM API Connect and AWS API Gateway)., Experiencia laboral con API Gateway Implementation., Experiencia laboral con API Security: OAuth2., Experiencia laboral con API Performance Testing and Optimization., Nivel de inglés B2.;Java, springboot, node, JavaScript, API, gateway, OAuth2, aws, fullstack;;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/senior-fullstack-gestion-apis/of-iff33def3f7437dad2a7f89811bb71b?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Fullstack ( Angular | Java );KRELL CONSULTING & TRAINING;Nos encontramos en la búsqueda de un/a Fullstack para trabajar con importante cliente en contratación inicial con KRELL. DESCRIPCION Y FUNCIONES Fullstack ( Angular ' Java ) - 5 años de experiencia laboral en desarrollo de software digital.- 5 años de experiencia con Angular- 2 años JAVA8+.- Dominio completo del inglés.- NPM/NX/Webpack, NgRx/RxJS, TypeScript.- Pruebas unitarias: Jest, Karma, etc.- Transversal: API REST. Habilidades adicionales: Spring Boot, Hibernate, SQL, Maven, Docker, Jenkins.;Barcelona;5 años de experiencia laboral en desarrollo de software digital, 5 años de experiencia con Angular, 2 años JAVA8+, Dominio completo del inglés, NPM/NX/Webpack, NgRx/RxJS, TypeScript, Pruebas unitarias: Jest, Karma, etc., Transversal: API REST;Java, AngularJS, Jenkins, Pruebas, Hibernate, Desarrollo de software, Spring, API, Maven, REST;;híbrido;inglés;indefinido;False;https://www.infojobs.net/barcelona/fullstack-angular-java/of-i5611ff7cea437dbdd90b458ccf5765?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Desarrollador Fullstack JAVA+REACT CON INGLES ALTO remoto 100%;Knowmad Mood;¿Buscas una empresa con estabilidad? En knowmad mood llevamos más de 30 años acercando la tecnología a las personas. Actualmente somos más de 2.800 knowmadas, pero seguimos creciendo y ¡queremos que te unas al equipo! Dentro de nuestra Comunidad Java estamos ampliando el equipo. Buscamos un/a Analista Programador/a Senior FULLSTACK, para colaborar con un cliente del sector banca Trabajarás con: En el back-end están utilizando últimas versiones de Java, Spring Boot en arquitectura de microservicios. En el font-end también emplean microfrontends con Angular y React. El equipo de desarrollo se encarga también de hacer las subidas y chequeos de los microservicios en los entornos remotos usando Docker, Kubernetes y ArgoCd, entre otros. Y contarías con todas estas condiciones: Cultura human centric: potenciamos la escucha activa con las personas a través de encuestas de felicidad, línea directa con el CEO y evaluaciones 360. Nos preocupamos por la felicidad y el bienestar de las personas. Vacaciones: Descansa para volver con más fuerza: 22 días de vacaciones + 2 días de libre disposición + 24 y 31 de diciembre (cierre empresa) Smart working: lo importante es que tú estés bien, tu desarrollo, y la orientación a resultados, no si vienes a la oficina. Por eso no hace falta ni que tengas la oficina cerca, mientras tengas una buena conexión, todo es posible. Crea tu propio plan de carrera y crece con nosotros. Formación a tu ritmo: nivel técnico, habilidades, metodologías y certificaciones. Programa de desarrollo de liderazgo a tu medida y a tu ritmo. Cuidamos tu bienestar a través de nuestro programa de bienestar integral centrado en: actividad física, nutrición saludable y equilibrio emocional. Y de tu vida, a través de un programa de conciliación 24 horas al día y 365 días del año para ti, tu pareja y tu familia: Consultas legales, asistente personal, plan dental, consulta veterinaria, gestor administrativa Hacemos equipo: compartimos momentos de diversión, porque sabemos lo importante que es dedicar espacios donde conectar y reírnos más allá de los proyectos y equipos con nuestras actividades de team building: videojuegos online, escape room, ajedrez, etc Nos gusta juntarnos: celebramos el verano y la navidad y nos reencontramos en nuestra Santa's Summer Party y en nuestra Christmas Party. Te acompañamos en los momentos más importantes: Pack de bienvenida, cumpleaños, aniversario en knowmad mood, navidad, maternidad/paternidad. ¿Quieres saber más al respecto? Inscríbete en la oferta y ¡Join us! #Somosknowmadmood;Sevilla;Experiencia trabajando con Java, a partir de la versión 8., Experiencia con Spring Boot., Experiencia con Angular últimas versiones., Estar familiarizado con el diseño y los patrones arquitectónicos de servicios web, arquitecturas de microservicio y API basadas en REST., Conocimientos de CI / CD, prácticas de DevOps y familiaridad con herramientas como Jenkins., Estar acostumbrado a aplicar pruebas unitarias y de integración., Nivel ALTO en inglés para poder seguir las reuniones con el equipo.;Java, Spring, microservicios, Angular, React, Docker, Kubernetes, ArgoCd;;remoto;inglés, español;indefinido;False;https://www.infojobs.net/sevilla/desarrollador-fullstack-java-react-con-ingles-alto-remoto-100/of-i9bfdf5ab2e4f8c8c02176577eb5d70?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Fullstack Developer (Java/Kotlin + React) - Remoto;Knowmad Mood;¡Únete a un equipo tech en plena transformación! En Knowmad Mood buscamos perfiles Fullstack con experiencia en Java, Kotlin y TypeScript/React, para participar en un proyecto ambicioso de modernización tecnológica para una empresa líder en soluciones de gestión de contratistas, seguridad laboral, ESG y compliance. ¿Qué harás? Formarás parte de un squad de 9 personas, encargado del rediseño y construcción de una nueva aplicación que facilitará la migración de los productos core. Trabajarás con una visión de producto a largo plazo y con tecnologías punteras en un entorno moderno y colaborativo.;Valencia;Al menos 3 años de experiencia en desarrollo web fullstack., Buen manejo de entornos cloud (AWS y/o Azure)., Pasión por la tecnología, compromiso con las buenas prácticas y trabajo en equipo.;Java, Kotlin, TypeScript, React, AWS, Azure;;remoto;;indefinido;False;https://www.infojobs.net/valencia/fullstack-developer-java-kotlin-react-remoto/of-i0a4e58d5cc401d99d3246b409725dd?applicationOrigin=search-new&page=4&sortBy=RELEVANCE
Fullstack Developer (Java/Kotlin + React) - Remoto;Knowmad Mood;¡Únete a un equipo tech en plena transformación! En Knowmad Mood buscamos perfiles Fullstack con experiencia en Java, Kotlin y TypeScript/React, para participar en un proyecto ambicioso de modernización tecnológica para una empresa líder en soluciones de gestión de contratistas, seguridad laboral, ESG y compliance. ¿Qué harás? Formarás parte de un squad de 9 personas, encargado del rediseño y construcción de una nueva aplicación que facilitará la migración de los productos core. Trabajarás con una visión de producto a largo plazo y con tecnologías punteras en un entorno moderno y colaborativo.;Valencia;Al menos 3 años de experiencia en desarrollo web fullstack., Buen manejo de entornos cloud (AWS y/o Azure)., Pasión por la tecnología, compromiso con las buenas prácticas y trabajo en equipo.;Java, Kotlin, TypeScript, React, AWS, Azure;;remoto;;indefinido;False;https://www.infojobs.net/valencia/fullstack-developer-java-kotlin-react-remoto/of-i0a4e58d5cc401d99d3246b409725dd?applicationOrigin=search-new&page=5&sortBy=RELEVANCE
Desarrollador de software Ruby on Rails;Digital55;¡Buscamos 2 Desarrolladores/as Ruby para un proyecto técnico de integración de sistemas en crecimiento! Si tienes experiencia desarrollando en Ruby y APIs RESTful, y te apasiona el trabajo técnico bien estructurado, esta es tu oportunidad para incorporarte de forma urgente a un proyecto de alto impacto técnico. Tu misión principal será participar en el desarrollo y mejora continua de sistemas de integración, ampliación funcional de herramientas existentes y asegurar la calidad del software entregado.;Madrid;Experiencia sólida en desarrollo con Ruby y Rails., Dominio en el diseño, consumo y mantenimiento de APIs RESTful., Buen manejo de sistemas de control de versiones Git., Experiencia en testing automatizado e integración continua., Conocimientos en bases de datos relacionales (SQL, PostgreSQL o similares).;Ruby, Ruby on Rails, APIs RESTful, Git, PostgreSQL, Docker;;remoto;;indefinido;False;https://www.infojobs.net/madrid/desarrollador-software-ruby-on-rails/of-i69b20161b24a6d8be15edad3f5e838?applicationOrigin=search-new&page=5&sortBy=RELEVANCE
Desarrollador/a Fullstack .NET;ABAST;¿Te gustaría formar parte de una empresa que implementa soluciones tecnológicas completas, innovadoras y estratégicas? ¡Nosotr@s en Abast lo hacemos posible! Damos respuesta a las necesidades de nuestros clientes desde diversas áreas de especialización, integrando soluciones IT de alto impacto. ¡Estamos buscando un/a Desarrollador/a Fullstack .NET! Lo que buscamos: Perfil con 3 años de experiencia como Desarrollador/a Fullstack .NET para integrarse en el servicio de desarrollo de aplicaciones del cliente. Las funciones son: - Desarrollo y mantenimiento de aplicaciones web con C# y Visual Studio. - Desarrollo del entorno con Razor, jQuery, Javascript y CSS. -Integraciones con otros servicios mediante APIs o Web Services. -Uso de repositorio de software Teams Foundation. Requisitos: -Experiencia en uso de Arquitectura de aplicaciones web basada en modelo Core MVC. -Experiencia en bases de datos SQL Server para mantenimiento y diseño. -Catalán y Castellano hablado y escrito. -Valorable uso de Copilot. Lo que te ofrecemos: Incorporación a un equipo dinámico, colaborador y lleno de talento. Posición estable con revisiones salariales periódicas alineadas a tu evolución profesional. Formación continua a cargo de la empresa. Modelo de teletrabajo híbrido. 2-3 días de teletrabajo. Disponibilidad para trabajar los días presenciales en Sant Boi de Llobregat. Horario: de lunes a viernes de 08:00 a 17:00. Ventajas sociales como un Plan de Retribución Flexible (seguro médico, tarjeta restaurante, cheques guardería y más).;Barcelona;Ciclo Formativo Grado Superior, Al menos 3 años de experiencia;C#, Visual Studio, Razor, jQuery, Javascript, CSS, APIs, Web Services, SQL Server;;híbrido;catalán, castellano;indefinido;False;https://www.infojobs.net/barcelona/desarrollador-fullstack-.net/of-ieeb564ee19468dbe80b2b3f93d07f6?applicationOrigin=search-new&page=5&sortBy=RELEVANCE
